jogador_primario,jogador_secundario,arbitro,pecas_pretas,pecas_brancas,data_inicio,data_fim,vencedor,id,chave_campeonato,chave_salao
Player 980,Player 981,Referee 980,2,14,2020-10-19 19:28:21.886209,2020-10-19 21:28:21.886209,Player 980,980,Championship 980,Venue 980
Player 981,Player 982,Referee 981,15,1,2020-10-18 19:28:21.886233,2020-10-18 21:28:21.886233,Player 982,981,Championship 981,Venue 981
Player 982,Player 983,Referee 982,2,14,2020-10-17 19:28:21.886257,2020-10-18 00:28:21.886257,Player 982,982,Championship 982,Venue 982
Player 983,Player 984,Referee 983,15,1,2020-10-16 19:28:21.886280,2020-10-16 20:28:21.886280,Player 983,983,Championship 983,Venue 983
Player 984,Player 985,Referee 984,2,14,2020-10-15 19:28:21.886305,2020-10-16 00:28:21.886305,Player 984,984,Championship 984,Venue 984
Player 985,Player 986,Referee 985,14,2,2020-10-14 19:28:21.886329,2020-10-14 20:28:21.886329,Player 985,985,Championship 985,Venue 985
Player 986,Player 987,Referee 986,14,2,2020-10-13 19:28:21.886353,2020-10-13 20:28:21.886353,Player 986,986,Championship 986,Venue 986
Player 987,Player 988,Referee 987,16,0,2020-10-12 19:28:21.886377,2020-10-12 22:28:21.886377,Player 987,987,Championship 987,Venue 987
Player 988,Player 989,Referee 988,10,6,2020-10-11 19:28:21.886416,2020-10-11 20:28:21.886416,Player 988,988,Championship 988,Venue 988
Player 989,Player 990,Referee 989,4,12,2020-10-10 19:28:21.886445,2020-10-10 23:28:21.886445,Player 989,989,Championship 989,Venue 989
Player 990,Player 991,Referee 990,8,8,2020-10-09 19:28:21.886473,2020-10-09 20:28:21.886473,Player 990,990,Championship 990,Venue 990
Player 991,Player 992,Referee 991,11,5,2020-10-08 19:28:21.886500,2020-10-08 21:28:21.886500,Player 991,991,Championship 991,Venue 991
Player 992,Player 993,Referee 992,10,6,2020-10-07 19:28:21.886528,2020-10-08 00:28:21.886528,Player 993,992,Championship 992,Venue 992
Player 993,Player 994,Referee 993,14,2,2020-10-06 19:28:21.886556,2020-10-06 21:28:21.886556,Player 993,993,Championship 993,Venue 993
Player 994,Player 995,Referee 994,4,12,2020-10-05 19:28:21.886585,2020-10-05 20:28:21.886585,Player 994,994,Championship 994,Venue 994
Player 995,Player 996,Referee 995,7,9,2020-10-04 19:28:21.886611,2020-10-04 20:28:21.886611,Player 996,995,Championship 995,Venue 995
Player 996,Player 997,Referee 996,1,15,2020-10-03 19:28:21.886633,2020-10-03 22:28:21.886633,Player 997,996,Championship 996,Venue 996
Player 997,Player 998,Referee 997,0,16,2020-10-02 19:28:21.886658,2020-10-02 21:28:21.886658,Player 998,997,Championship 997,Venue 997
Player 998,Player 999,Referee 998,7,9,2020-10-01 19:28:21.886688,2020-10-01 23:28:21.886688,Player 999,998,Championship 998,Venue 998
Player 999,Player 1000,Referee 999,7,9,2020-09-30 19:28:21.886716,2020-10-01 00:28:21.886716,Player 1000,999,Championship 999,Venue 999
Player 1000,Player 1001,Referee 1000,3,13,2020-09-29 19:28:21.886744,2020-09-29 22:28:21.886744,Player 1001,1000,Championship 1000,Venue 1000
